provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,weaptype1_txt,weapsubtype1_txt
Sindh,Karachi,Armed Assault,Religious Figures/Institutions,87,Affiliated Institution,Ahle Sunnat Wal Jamaat (ASWJ),Activist: Safiullah,Pakistan,Firearms,Unknown Gun Type
Balochistan,Chaman,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Market,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Wana,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Frontier Corps (FC),Convoy,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Labach,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",National Database and Registration Authority (NADRA),Official: Abdul Latif,Pakistan,Firearms,Unknown Gun Type
Balochistan,Shapok,Bombing/Explosion,Business,12,Construction,Frontier Works Organization (FWO),Convoy,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Pishin,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Doctor: Saadullah Kakar,Pakistan,Firearms,Unknown Gun Type
Balochistan,Kech district,Bombing/Explosion,Business,12,Construction,Frontier Works Organization (FWO),Camp,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Khuzdar,Armed Assault,Private Citizens & Property,69,Religion Identified,Not Applicable,Shiite Civilians,Pakistan,Firearms,Unknown Gun Type
Balochistan,Dera Murad Jamali,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,Station House Officer: Nasrullah Abro,Pakistan,Firearms,Unknown Gun Type
Balochistan,Turbat,Armed Assault,Business,12,Construction,Frontier Works Organization (FWO),Vehicle,Pakistan,Firearms,Unknown Gun Type
Balochistan,Kech district,Facility/Infrastructure Attack,Business,12,Construction,Frontier Works Organization (FWO),Vehicle,Pakistan,Incendiary,Arson/Fire
Federally Administered Tribal Areas,Nasti Kot,Bombing/Explosion,Educational Institution,,.,Unknown,School Van,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Pewar,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Javed Hussain,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Khyber Pakhtunkhwa,Shabqadar,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Armed Assault,Business,7,Retail/Grocery/Bakery,Unknown,Shop,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Peshawar,Bombing/Explosion,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),Ward President: Haji Noor Jan,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Pishin,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Levies Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Balochistan,Mastung district,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Pakistan Railways,Bugti Express Train,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Kalat,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Dera Bugti,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Government of Dera Bugti,Deputy Commissioner: Shah Zeb Mandokhel,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Punjab,Taxila,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),National Highways and Motorways Police,Car,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Shah Alam,Armed Assault,Private Citizens & Property,68,Named Civilian,Not Applicable,Elder: Wrasham Khan Mehsud,Pakistan,Firearms,Unknown Gun Type
Balochistan,Tump,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Punjab,Mehtabpur Hanjli,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Khyber Pakhtunkhwa,Mathra,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Pakistan Army,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Sindh,Karachi,Bombing/Explosion,Violent Political Party,111,Rally,Muttahida Qaumi Movement (MQM),Membership Drive Meeting,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Sariab,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),Vehicle,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Anjira,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Government of Balochistan,Senior Minister: Nawab Sanaullah Zehri,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Panjgur,Armed Assault,Business,12,Construction,Frontier Works Organization (FWO),Crushing Plant,Pakistan,Firearms,Unknown Gun Type
Balochistan,Turbat,Hostage Taking (Kidnapping),Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Doctor: Baqir Baloch,Pakistan,Firearms,Unknown Gun Type
Sindh,Tando Muhammad Khan district,Facility/Infrastructure Attack,Religious Figures/Institutions,86,Place of Worship,Unknown,Hindu Temple,Pakistan,Incendiary,Arson/Fire
Balochistan,Mand,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Beberg Abdul Salam, Yousaf Haji Din Mohammed, Sameer Esaa",Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),District West President: Ziauddin,Pakistan,Firearms,Unknown Gun Type
Balochistan,Panjgur,Bombing/Explosion,Military,36,Military Checkpoint,Frontier Corps (FC),Checkpoint,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Khyber Pakhtunkhwa,Shabqadar,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,"Polio Vaccinators: Sajid Khan, Asif Khan, Gul Rukh",Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Hangu,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Forces,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Peshawar,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Shops,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Maneri Bala,Bombing/Explosion,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Provincial Assembly of Khyber Pakhtunkhwa,Residence of Member: Babar Saleem,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Dera Bugti,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Camp,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Besimag,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Levies Forces,Police Station,Pakistan,Firearms,Unknown Gun Type
Balochistan,Chaman,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Pakistani Federal Board of Revenue (FBR),Revenue Officer: Chaman Muhammad Younas,Pakistan,Firearms,Unknown Gun Type
Balochistan,Sanjawi,Armed Assault,Business,7,Retail/Grocery/Bakery,Modern Medical Store,Owner: Saleh Khan,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Special Protection Group (SPG),Vehicle,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Federally Administered Tribal Areas,Shah Kas,Unknown,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Convoy,Pakistan,Unknown,.
Khyber Pakhtunkhwa,Jamrud,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldiers,Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Armed Assault,Private Citizens & Property,82,Labor Union Related,Pashtun Youth Force (PYF),Chair: Waheed Achakzai,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Tank district,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Pakistan,Municipal Official: Kaleem Nawaz,Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Polio Vaccinators,Pakistan,Firearms,Handgun
Islamabad Capital Territory,Islamabad,Armed Assault,Religious Figures/Institutions,85,Religious Figure,Unknown,Shiite Cleric: Allama Muhammad Nawaz Irfani,Pakistan,Firearms,Unknown Gun Type
Punjab,Burewala,Armed Assault,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Provincial Assembly of the Punjab,Former Member: Sardar Khalid Saleem,Pakistan,Firearms,Unknown Gun Type
Balochistan,Chaman,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Sindh,Shahdadpur,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Pakistan Railways,Railway Tracks,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Faqira,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Chief: Islam Gul,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Khyber Pakhtunkhwa,Faqirabad,Bombing/Explosion,Business,3,Bank/Commerce,Unknown,Bank Manager: Mohammad Ali,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Hayatabad,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),Soldier: Jamal Hussain,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Sindh,Karachi,Armed Assault,Violent Political Party,109,Party Official/Candidate/Other Personnel,Muttahida Qaumi Movement (MQM),"Workers: Shahid Hussain, Shahbaz",Pakistan,Firearms,Unknown Gun Type
Balochistan,Sariab,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Frontier Corps (FC),Convoy,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Sindh,Sukkur,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Jamiat Ulema-e-Islam Fazl (JUI-F),Sindh Chapter Secretary General: Khalid Mehmood Soomro,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Pakistan Rangers,Van,Pakistan,Explosives/Bombs/Dynamite,Grenade
Sindh,Hyderabad,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Salarzai,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,Elder: Malik Nawaz Khan,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Washap,Bombing/Explosion,Business,12,Construction,Frontier Works Organization (FWO),"Workers: Mohammad Farooq, Mohammad Afzal, Din Mohammad",Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Tump,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),Vehicle,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Islamabad Capital Territory,Islamabad,Bombing/Explosion,Journalists & Media,55,Television Journalist/Staff/Facility,Dunya News,Digital Satellite News Gathering (DSNG) Van,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Pishin,Hostage Taking (Kidnapping),Private Citizens & Property,84,Political Party Member/Rally,Pashtunkhwa Milli Awami Party (P-MAP),Leader: Haji Abduzahir Kakozai,Pakistan,Unknown,.
Balochistan,Sohbatpur,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Khyber Pakhtunkhwa,Shabqadar,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Shabqadar Police Station,Pakistan,Explosives/Bombs/Dynamite,Grenade
Sindh,Karachi,Armed Assault,Business,6,Medical/Pharmaceutical,Unknown,Clinic,Pakistan,Firearms,Unknown Gun Type
Balochistan,Tasp,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Caravan of District Police Officer: Dr. Samiullah Soomro,Pakistan,Firearms,Unknown Gun Type
Balochistan,Parom,Unknown,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Suspected Informant: Anwar Asa,Pakistan,Unknown,.
Balochistan,Quetta,Assassination,Government (General),18,"Government Personnel (excluding police, military)","Pakistani Ministry of Education, Trainings and Standards in Higher Education",Vehicle of Adviser to Provincial Minister: Sardar Raza Mohammad Bareach,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Khyber district,Armed Assault,Terrorists/Non-State Militia,94,Non-State Militia,Touheed-ul-Islam (TuI),Checkpost,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Mingora,Armed Assault,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Member,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Business,6,Medical/Pharmaceutical,Unknown,Doctor: Baqir Raza,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,"Officers: Umar Draz, Riasat, Ansar",Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,"Officers: Head Constable Zahoor Ahmed Bangulzai, Constable Rahim Dad Parkani",Pakistan,Firearms,Unknown Gun Type
Balochistan,Chaman,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Sticky Bomb
Khyber Pakhtunkhwa,Hangu,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Market,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Mali Khel,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Convoy,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Balochistan,Gwadar district,Assassination,Educational Institution,50,Other Personnel,Oasis School,Principal: Zahid Ali,Pakistan,Firearms,Unknown Gun Type
Balochistan,Turbat,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Frontier Corps (FC),Convoy,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Nawagai,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Member: Siraj Khan,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Sui,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Khyber district,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Touheed-ul-Islam (TuI),Members,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Khyber Pakhtunkhwa,Mardan,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Rashid Electronics,Shop,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),"Car of Officials: Murad Khan, Sher Khan",Pakistan,Firearms,Unknown Gun Type
Balochistan,Barkhan,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Federally Administered Tribal Areas,Kalaya,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Frontier Constabulary (FC),Camp,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Sindh,Karachi,Assassination,Police,25,Police Security Forces/Officers,Pakistani Police,Deputy Superintendent of Police: Mohsin Raza,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Unknown,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Ghulam Hussain, Jafar Ali",Pakistan,Unknown,.
Khyber Pakhtunkhwa,Dokada,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Pakistani Police,"Officers: Usman Ali, Mohammad Din",Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Datta Khel district,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Pakistan Armed Forces,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Shabqadar,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Shabqadar Police Station,Pakistan,Explosives/Bombs/Dynamite,Grenade
Sindh,Karachi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Governments Girls College,College,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Sibi,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Akbar Bugti Express,Train,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Chattar,Hostage Taking (Kidnapping),Religious Figures/Institutions,87,Affiliated Institution,Tablighi Jamaat,"Members: Salim Kashmiri, Nasir Kashmiri, Suhail Ahmed Kashmiri",Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Aka Khel,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Punjab,Faisalabad,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",National Task Force for Polio Eradication,Polio Vaccinator: Mohammad Sarfaraz,Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Armed Assault,Military,39,Paramilitary,Frontier Corps (FC),Vehicle of Spokesperson: Wasey Khan,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Bannu,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Pakistan Armed Forces,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Sindh,Karachi,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,Constable: Mohammed Iqbal,Pakistan,Firearms,Unknown Gun Type
Balochistan,Sariab,Bombing/Explosion,Police,25,Police Security Forces/Officers,Pakistani Police,Station House Officer: Keechi Baig,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Punjab,Sialkot,Assassination,Violent Political Party,109,Party Official/Candidate/Other Personnel,Muttahida Qaumi Movement (MQM),District Vice President: Bao Muhammad Anwar,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Bombing/Explosion,Business,6,Medical/Pharmaceutical,Sindh Institute of Urology and Transplantation (SIUT),House of Doctor: Anwar Naqvi,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Sibi,Bombing/Explosion,Business,2,Restaurant/Bar/Café,Unknown,Restaurant,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Sindh,Karachi,Armed Assault,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Funeral,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Alingar,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Patrol,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Ghongat Johar,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Shabqadar,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Khuzdar,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Checkpost,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Peshawar,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Health Worker: Tahira,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Khyber district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Bunker,Pakistan,Unknown,.
Federally Administered Tribal Areas,Shakai,Assassination,Private Citizens & Property,68,Named Civilian,Not Applicable,Vehicle of Tribal Elder: Malik Misal Khan Wazir,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Muzaffargarh,Armed Assault,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Ashura Procession,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Sui,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Garmakan,Armed Assault,Business,12,Construction,Unknown,Construction Site,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Parachinar,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Levies Forces,Former Officer: Jamal Hussain,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Peshawar,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Police Mobile,Pakistan,Firearms,Unknown Gun Type
Balochistan,Dera Bugti district,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Dera Bugti district,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Levies Forces,Officers,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Bombing/Explosion,Business,6,Medical/Pharmaceutical,Sindh Institute of Urology and Transplantation (SIUT),House of Doctor: Anwar Naqvi,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Khyber Pakhtunkhwa,Kangra,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Miss Sonia Public School,School,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Shabqadar,Bombing/Explosion,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Provincial Assembly of Khyber Pakhtunkhwa,House of Former Member: Hameed Khan,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Vehicle of District Police Officer: Kharan Muhammad Anwar Badini,Pakistan,Firearms,Automatic Weapon
Khyber Pakhtunkhwa,Peshawar,Hostage Taking (Kidnapping),Educational Institution,49,School/University/Educational Building,Pakistan Army,Army Public School,Pakistan,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being)
Khyber Pakhtunkhwa,Peshawar,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Government of Pakistan,Vehicle of Adviser to Prime Minister Nawaz Sharif: Amir Muqam,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Dera Ismail Khan,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Girls Degree College,College,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Chiniot district,Assassination,Violent Political Party,109,Party Official/Candidate/Other Personnel,Muttahida Qaumi Movement (MQM),District Vice President: Asghar Ali,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Damadola,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Frontier Corps (FC),Patrol,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Business,6,Medical/Pharmaceutical,Jamal Noor Hospital,Doctor: Muhammad Zubair,Pakistan,Firearms,Unknown Gun Type
Balochistan,Mastung,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,Inspector: Muhammad Amin Shahwani,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Chara Pul,Armed Assault,Military,39,Paramilitary,Frontier Corps (FC),Vehicle of Subedar: Abdul Majeed,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Hathala,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Gudar,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Swat Scouts,Checkpost,Pakistan,Unknown,.
Federally Administered Tribal Areas,Kurram district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,.
Khyber Pakhtunkhwa,Bara,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Forces,Pakistan,Unknown,.
Balochistan,Gharibabad,Bombing/Explosion,Business,12,Construction,Frontier Works Organization (FWO),Convoy,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Awaran,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Levies Forces,Official: Rehmatullah,Pakistan,Firearms,Unknown Gun Type
Balochistan,Sui,Bombing/Explosion,Utilities,106,Gas,Sui Southern Gas Company Limited (SSGC),Purification Plant,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Khyber Pakhtunkhwa,Shabqadar,Armed Assault,Military,39,Paramilitary,Frontier Corps (FC),Joint Forces,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Shaheedyano Dhand,Bombing/Explosion,Police,25,Police Security Forces/Officers,Levies Forces,Officers,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Balochistan,Gokdan Mai,Bombing/Explosion,Business,12,Construction,Frontier Works Organization (FWO),Convoy,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Quetta,Bombing/Explosion,Business,6,Medical/Pharmaceutical,Bolan Medical Complex (BMC),Hospital,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Pir Koh,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Shawal,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Army,30th Baloch Regiment Checkpost,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Business,6,Medical/Pharmaceutical,Abbassi Shaheed Hospital,Doctor: Arif Mustafa Siddiqui,Pakistan,Firearms,Unknown Gun Type
